id,number,base_offset,host_id,position,material,width,height
wn-1,245,0.305,w-5,10.424,glass,5.588,3.81
wn-2,246,2.438,w-4,4.756,glass,4.572,1.27
wn-3,247,2.438,w-4,12.212,glass,4.572,1.27
wn-4,248,2.438,w-4,19.392,glass,4.572,1.27
wn-5,249,2.438,w-4,26.387,glass,4.572,1.27
